idhogar,rooms,r4m1,r4t1,paredblolad,pisomoscer,pisocemento,cielorazo,epared1,epared3,etecho1,etecho3,eviv1,eviv3,hogar_nin,edjefe,meaneduc,overcrowding,SQBescolari,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBmeaned,wall_material,floor_material,wall_quality,roof_quality,floor_quality,walls+roof+floor_quality,no_basic_facilities,extra_facilities,v18q-min,estadocivil1-sum,estadocivil1-mean,instlevel1-max,instlevel1-sum,instlevel1-mean,instlevel2-max,instlevel2-sum,instlevel2-mean,instlevel8-max,instlevel8-sum,instlevel8-mean,escolari-min,escolari-max,escolari-sum,escolari-mean,Target
7f40efdb7,6,0,0,1,1,0,1,0,0,1,0,1,0,0,6.0,11.5,1.0,36,36,0,1.0,132.25,0,0,1,0,0,1,0,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,6,16,46,11.5,4
e7241e6f9,5,0,0,1,1,0,1,0,1,0,0,0,1,0,11.0,10.75,1.3333334,121,121,0,1.7777778999999998,115.5625,0,0,2,1,2,5,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,6,15,43,10.75,4
dacebc2ab,8,1,1,1,1,0,1,0,1,0,1,0,1,2,6.0,9.0,2.5,36,36,4,6.25,81.0,0,0,2,2,2,6,1,2,0,1,0.2,1,1,0.2,0,0,0.0,1,1,0.2,0,15,34,6.8,4
ca89d6842,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,5.0,1.0,16,16,0,1.0,25.0,2,5,1,1,1,3,2,2,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,4,6,10,5.0,4
888e8e38b,4,0,1,0,0,1,0,0,0,0,0,0,0,3,6.0,10.0,2.5,36,36,9,6.25,100.0,1,1,1,1,1,3,2,2,0,0,0.0,0,0,0.0,1,1,0.2,0,0,0.0,5,7,31,6.2,4
19949f9d0,6,1,2,1,1,0,0,0,0,0,0,0,0,5,3.0,8.5,1.75,9,9,25,3.0625,72.25,0,0,1,1,1,3,2,2,0,2,0.2857142857142857,1,1,0.14285714285714285,1,3,0.42857142857142855,0,0,0.0,0,8,29,4.142857142857143,4
a405d28f1,3,1,1,0,0,1,0,0,0,0,0,0,0,1,11.0,9.0,1.5,121,121,1,2.25,81.0,4,1,1,1,1,3,2,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,11,18,6.0,1
40c7ce032,5,0,0,0,1,0,1,0,1,0,1,0,1,0,6.0,11.666667,1.0,36,36,0,1.0,136.11111,2,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,6,17,35,11.666666666666666,4
611add890,4,0,0,0,1,0,0,0,0,1,0,0,0,2,9.0,13.666667000000002,2.5,81,81,4,6.25,186.77779,1,0,1,0,1,2,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,12,48,9.6,4
b030cc1f5,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,6.0,1.0,36,0,0,1.0,36.0,0,1,1,1,1,3,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,18,6.0,4
9d05282ce,5,0,0,1,1,0,1,1,0,0,0,1,0,0,0.0,6.0,0.5,36,0,0,0.25,36.0,0,0,0,1,0,1,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,2
807e11202,5,1,1,1,1,0,1,0,0,0,0,0,0,1,0.0,5.5,0.75,25,0,1,0.5625,30.25,0,0,1,1,1,3,1,3,0,1,0.3333333333333333,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,6,11,3.6666666666666665,4
b106ece3c,6,0,0,1,1,0,1,0,1,0,1,0,1,2,6.0,13.0,1.3333334,36,36,4,1.7777778999999998,169.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,6,12,33,8.25,4
66701a0de,5,0,0,1,1,0,1,0,1,1,0,0,1,1,0.0,11.0,0.66666669,121,0,1,0.44444448,121.0,0,0,2,0,2,4,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,11,11,11,11.0,4
7dd8ae170,5,1,2,1,1,0,1,0,1,0,1,0,1,2,15.0,15.0,1.3333334,225,225,4,1.7777778999999998,225.0,0,0,2,2,2,6,1,3,0,2,0.5,1,1,0.25,1,1,0.25,1,2,0.5,0,15,33,8.25,4
9edea8875,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,5.5,0.66666669,121,0,0,0.44444448,30.25,0,0,2,2,2,6,1,2,0,0,0.0,1,1,0.5,0,0,0.0,0,0,0.0,0,11,11,5.5,4
3fe29a56b,9,1,1,1,1,0,1,0,1,0,1,0,1,5,14.0,11.166667,2.2,196,196,25,4.8400002,124.69445,0,0,2,2,2,6,1,4,1,0,0.0,1,1,0.09090909090909091,1,1,0.09090909090909091,1,1,0.09090909090909091,0,14,93,8.454545454545455,3
f257cd8ac,5,0,0,1,1,0,1,0,0,0,1,0,0,0,8.0,8.0,0.33333334,64,64,0,0.11111112,64.0,0,0,1,2,1,4,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8,8,8,8.0,4
79bffc877,6,0,1,1,1,0,1,0,0,0,1,0,1,3,6.0,8.0,2.0,36,36,9,4.0,64.0,0,0,1,2,2,5,1,2,0,0,0.0,0,0,0.0,1,1,0.16666666666666666,0,0,0.0,5,11,48,8.0,2
850d4206c,4,0,0,1,1,0,1,0,1,1,0,0,0,0,1.0,0.5,1.0,1,1,0,1.0,0.25,0,0,2,0,1,3,1,1,0,0,0.0,1,1,0.5,1,1,0.5,0,0,0.0,0,1,1,0.5,4
6e5d1443a,5,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,6.0,0.33333334,36,36,0,0.11111112,36.0,0,0,2,2,2,6,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,3
e4d84c33a,2,0,0,1,1,0,0,0,1,0,1,0,1,0,19.0,15.0,2.0,361,361,0,4.0,225.0,0,0,2,2,2,6,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,11,19,30,15.0,4
636330516,4,0,1,1,1,0,0,0,1,0,1,0,1,3,7.0,6.5,2.5,49,49,9,6.25,42.25,0,0,2,2,2,6,2,2,0,1,0.2,0,0,0.0,1,2,0.4,0,0,0.0,2,7,27,5.4,3
57058094a,3,0,0,0,0,1,0,0,1,0,1,0,1,0,6.0,6.0,2.0,36,36,0,4.0,36.0,4,1,2,2,2,6,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,12,6.0,3
df567d96e,5,0,0,1,1,0,0,0,0,0,0,0,0,3,3.0,12.0,1.3333334,9,9,9,1.7777778999999998,144.0,0,0,1,1,1,3,2,2,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0.0,3,9,25,6.25,2
f9c2c1a9e,5,1,2,1,1,0,0,0,1,0,1,0,1,2,3.0,6.5,1.3333334,9,9,4,1.7777778999999998,42.25,0,0,2,2,2,6,2,2,0,2,0.5,1,2,0.5,1,1,0.25,0,0,0.0,0,10,13,3.25,1
b620fe776,4,1,1,1,1,0,1,0,1,0,1,0,1,1,14.0,13.5,1.5,196,196,1,2.25,182.25,0,0,2,2,2,6,1,3,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,1,2,0.6666666666666666,0,14,27,9.0,4
66226299a,5,0,0,1,1,0,1,0,1,0,1,0,1,0,11.0,11.333333,1.0,121,121,0,1.0,128.44444,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,9,14,34,11.333333333333334,4
90c5d3d88,4,0,1,0,1,0,1,0,1,0,1,0,1,1,0.0,7.0,1.5,64,0,1,2.25,49.0,2,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,4,8,18,6.0,4
58669d6f5,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,10.5,1.0,36,0,0,1.0,110.25,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,6,15,21,10.5,4
5d3d1fd05,4,0,1,1,1,0,1,0,1,0,0,0,1,2,0.0,11.0,1.3333334,225,0,4,1.7777778999999998,121.0,0,0,2,1,2,5,1,2,0,0,0.0,0,0,0.0,1,1,0.25,1,1,0.25,5,15,34,8.5,4
7c014f3e7,4,0,0,1,1,0,1,0,1,0,1,0,1,0,8.0,8.0,0.5,64,64,0,0.25,64.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8,8,8,8.0,4
e2c4ddea9,5,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0,2.6666667,0.75,1,1,0,0.5625,7.111111599999999,4,1,0,0,1,1,2,2,0,0,0.0,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,7,8,2.6666666666666665,4
6780b71ee,5,0,1,1,1,0,1,0,1,0,1,0,1,1,6.0,9.666667,1.3333334,36,36,1,1.7777778999999998,93.44445,0,0,2,2,2,6,1,2,0,1,0.25,1,1,0.25,0,0,0.0,1,1,0.25,0,17,29,7.25,4
f5d4cebe4,3,0,3,0,1,0,1,0,0,0,0,0,0,4,6.0,6.0,3.0,36,36,16,9.0,36.0,1,0,1,1,1,3,1,2,0,3,0.5,1,2,0.3333333333333333,1,1,0.16666666666666666,0,0,0.0,0,7,22,3.6666666666666665,2
f278fd7b0,4,0,0,1,1,0,1,0,1,0,1,0,1,1,7.0,9.0,1.5,49,49,1,2.25,81.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,11,27,9.0,2
2df492fe7,5,0,0,1,1,0,1,0,1,0,1,0,1,2,5.0,9.0,1.3333334,25,25,4,1.7777778999999998,81.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,1,1,0.25,0,0,0.0,5,7,25,6.25,4
42d9c3034,6,0,0,1,1,0,1,0,1,0,1,0,1,0,11.0,11.5,1.3333334,121,121,0,1.7777778999999998,132.25,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,11,13,46,11.5,4
8dff6193b,6,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,7.0,1.3333334,36,36,0,1.7777778999999998,49.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,9,28,7.0,4
1f52ed380,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0,0.0,1.6666666,0,0,0,2.7777777,0.0,0,0,1,1,1,3,1,2,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0.0,3
921fb304c,5,1,1,1,1,0,1,0,0,0,0,0,0,2,5.0,5.5,1.6666666,25,25,4,2.7777777,30.25,0,0,1,1,1,3,1,2,0,1,0.25,0,0,0.0,1,2,0.5,0,0,0.0,2,8,21,5.25,2
7db35dace,6,1,1,1,1,0,1,0,1,0,0,0,1,1,8.0,10.0,1.3333334,64,64,1,1.7777778999999998,100.0,0,0,2,1,2,5,1,2,0,1,0.25,1,1,0.25,0,0,0.0,0,0,0.0,0,11,30,7.5,4
ee48254a8,6,0,0,1,1,0,1,0,0,0,1,0,1,0,4.0,6.3333335,1.0,16,16,0,1.0,40.111115000000005,0,0,1,2,2,5,1,2,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,4,10,19,6.333333333333333,1
8e0b8161e,5,0,0,0,1,0,1,0,0,1,0,0,1,2,0.0,11.0,1.0,121,0,4,1.0,121.0,2,0,1,0,2,3,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,26,8.666666666666666,4
239363f20,8,1,2,1,1,0,1,0,1,0,1,0,1,3,17.0,14.0,1.25,289,289,9,1.5625,196.0,0,0,2,2,2,6,1,3,1,1,0.2,1,1,0.2,1,1,0.2,1,1,0.2,0,17,36,7.2,4
cb31c0f40,7,0,0,1,1,0,1,0,1,0,1,0,1,0,13.0,13.8,1.6666666,169,169,0,2.7777777,190.44,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,5,1.0,12,16,69,13.8,4
d87e8a8f5,6,0,0,1,0,1,1,0,1,0,1,0,1,0,0.0,6.5,1.0,36,0,0,1.0,42.25,0,1,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,8,26,6.5,4
6a49a1023,4,0,2,0,0,1,0,0,0,0,0,0,0,2,0.0,7.0,2.0,49,0,4,4.0,49.0,1,1,1,1,1,3,2,2,0,1,0.3333333333333333,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,7,11,3.6666666666666665,1
4cc44206a,4,1,2,1,1,0,1,0,0,0,0,0,0,2,16.0,13.5,2.0,256,256,4,4.0,182.25,0,0,1,1,1,3,1,2,0,2,0.5,1,2,0.5,0,0,0.0,1,1,0.25,0,16,27,6.75,3
b35fda494,4,0,0,0,1,0,0,1,0,1,0,1,0,0,6.0,7.5,1.0,36,36,0,1.0,56.25,4,0,0,0,0,0,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,9,15,7.5,2
2d618c257,4,0,2,1,1,0,1,0,1,0,1,0,1,2,10.0,8.0,2.0,100,100,4,4.0,64.0,0,0,2,2,2,6,1,3,0,2,0.5,1,1,0.25,1,1,0.25,0,0,0.0,0,10,17,4.25,4
453fb3f0b,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0,9.0,1.0,36,0,0,1.0,81.0,0,0,1,2,1,4,2,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,6,12,18,9.0,4
c9d6e90a9,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,3.0,0.66666669,0,0,0,0.44444448,9.0,0,0,2,2,2,6,1,2,0,0,0.0,1,1,0.5,0,0,0.0,0,0,0.0,0,6,6,3.0,2
5438b3a5e,4,0,0,0,1,0,1,0,0,0,0,0,0,0,6.0,6.0,0.5,36,36,0,0.25,36.0,2,0,1,1,1,3,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,4
84022b579,7,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,17.0,0.5,289,0,0,0.25,289.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,17,17,17,17.0,4
54478f399,5,0,0,1,1,0,1,0,1,0,1,0,1,0,16.0,11.0,1.0,256,256,0,1.0,121.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,6,16,22,11.0,4
c81c8b407,6,1,1,0,1,0,1,0,1,0,1,0,1,1,0.0,10.2,1.5,121,0,1,2.25,104.03999,2,0,2,2,2,6,1,3,0,1,0.16666666666666666,1,1,0.16666666666666666,0,0,0.0,1,1,0.16666666666666666,0,14,51,8.5,4
ef5b3fb3e,7,0,0,1,1,0,1,0,1,0,1,0,1,1,18.0,17.0,0.75,324,324,1,0.5625,289.0,0,0,2,2,2,6,1,5,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,7,18,41,13.666666666666666,4
42a42f94c,4,0,0,0,1,0,1,0,1,0,1,0,1,0,15.0,15.0,1.0,225,225,0,1.0,225.0,1,0,2,2,2,6,1,3,1,0,0.0,0,0,0.0,0,0,0.0,1,2,1.0,15,15,30,15.0,4
129764f0b,4,0,1,0,1,0,1,0,0,0,0,0,0,2,6.0,6.0,2.0,36,36,4,4.0,36.0,1,0,1,1,1,3,1,2,0,1,0.25,0,0,0.0,1,2,0.5,0,0,0.0,1,6,16,4.0,4
e406169b5,2,0,0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.5,2.0,0,0,0,4.0,0.25,0,0,1,2,2,5,1,1,0,0,0.0,1,1,0.5,1,1,0.5,0,0,0.0,0,1,1,0.5,2
ab111850d,5,0,0,0,1,0,1,0,0,0,0,0,1,0,9.0,10.0,1.0,81,81,0,1.0,100.0,1,0,1,1,2,4,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,6,15,30,10.0,4
c4f6ef775,3,0,0,0,1,0,1,0,1,0,1,0,1,0,7.0,7.0,0.5,49,49,0,0.25,49.0,1,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,7,7,7.0,4
71aadb77b,4,0,1,1,1,0,1,0,1,0,1,0,1,1,0.0,7.666666499999999,2.0,36,0,1,4.0,58.777775,0,0,2,2,2,6,1,2,0,1,0.25,1,1,0.25,0,0,0.0,0,0,0.0,0,11,23,5.75,4
4a1e4c9fa,5,1,1,1,1,0,0,0,1,0,1,0,1,1,0.0,5.0,1.0,0,0,1,1.0,25.0,0,0,2,2,2,6,2,2,0,1,0.3333333333333333,1,2,0.6666666666666666,0,0,0.0,0,0,0.0,0,10,10,3.3333333333333335,3
8d51affd9,5,0,0,0,1,0,1,0,0,0,0,0,1,1,1.0,3.5,1.5,1,1,1,2.25,12.25,1,0,1,1,2,4,1,2,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,1,6,12,4.0,1
9a619e39c,6,0,1,1,1,0,1,0,1,0,1,0,1,1,16.0,16.0,0.66666669,256,256,1,0.44444448,256.0,0,0,2,2,2,6,1,3,0,1,0.5,1,1,0.5,0,0,0.0,1,1,0.5,0,16,16,8.0,4
4774bcad3,5,0,0,1,1,0,1,0,0,0,0,0,1,1,0.0,6.0,0.66666669,36,0,1,0.44444448,36.0,0,0,1,1,2,4,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,7,13,6.5,4
033c39c5c,4,2,2,0,1,0,0,0,1,0,1,0,1,2,6.0,6.0,1.3333334,36,36,4,1.7777778999999998,36.0,2,0,2,2,2,6,2,2,0,1,0.25,1,1,0.25,1,1,0.25,0,0,0.0,0,6,15,3.75,3
c2f3bfb70,5,1,1,0,1,0,1,0,1,0,1,0,1,1,2.0,6.666666499999999,1.3333334,4,4,1,1.7777778999999998,44.444443,2,0,2,2,2,6,1,2,0,1,0.25,1,1,0.25,1,1,0.25,1,1,0.25,0,12,20,5.0,4
13e418cba,5,0,0,1,1,0,1,0,0,0,0,0,0,1,11.0,8.5,1.0,121,121,1,1.0,72.25,0,0,1,1,1,3,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,23,7.666666666666667,4
317a3c9b0,3,0,1,1,1,0,1,0,1,0,1,0,1,1,11.0,8.5,1.5,121,121,1,2.25,72.25,0,0,2,2,2,6,1,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,11,17,5.666666666666667,4
1fed03991,6,2,2,1,1,0,1,0,1,0,1,0,1,3,21.0,14.5,1.6666666,441,441,9,2.7777777,210.25,0,0,2,2,2,6,1,3,1,2,0.4,1,1,0.2,1,1,0.2,0,0,0.0,0,21,37,7.4,4
847c5c79d,4,0,0,1,1,0,1,0,1,1,0,0,1,0,6.0,6.0,0.5,36,36,0,0.25,36.0,0,0,2,0,2,4,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,2
b37d71e93,6,0,0,1,1,0,1,0,1,1,0,0,1,0,3.0,6.0,1.3333334,9,9,0,1.7777778999999998,36.0,0,0,2,0,2,4,1,2,0,0,0.0,0,0,0.0,1,1,0.25,0,0,0.0,3,9,24,6.0,4
b55db9c90,5,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,5.0,0.5,25,0,0,0.25,25.0,0,0,1,1,2,4,1,2,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,5,5,5,5.0,3
24d69dab5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,3.0,0.66666669,9,9,0,0.44444448,9.0,4,5,0,0,1,1,2,2,0,0,0.0,0,0,0.0,1,2,1.0,0,0,0.0,3,3,6,3.0,3
4c31c1de9,7,1,2,1,1,0,1,0,1,0,1,0,1,2,17.0,16.0,1.3333334,289,289,4,1.7777778999999998,256.0,0,0,2,2,2,6,1,3,1,2,0.5,1,2,0.5,0,0,0.0,1,1,0.25,0,17,32,8.0,4
c82b03bb2,6,1,1,1,1,0,1,0,1,0,1,0,0,1,16.0,15.5,1.5,256,256,1,2.25,240.25,0,0,2,2,1,5,1,4,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,1,2,0.6666666666666666,0,16,31,10.333333333333334,4
c054eab72,5,0,0,0,1,0,1,0,1,0,1,0,1,0,1.0,3.5,0.66666669,1,1,0,0.44444448,12.25,2,0,2,2,2,6,0,2,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,1,6,7,3.5,4
800c1c4f8,6,0,0,1,1,0,1,0,1,0,1,0,1,1,6.0,9.0,1.3333334,36,36,1,1.7777778999999998,81.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,6,15,27,9.0,4
27d0dd404,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,3.5,1.3333334,9,0,0,1.7777778999999998,12.25,2,0,1,1,2,4,1,2,0,0,0.0,1,1,0.25,1,2,0.5,0,0,0.0,0,6,14,3.5,4
8c312be02,4,0,0,1,0,1,0,0,1,0,1,0,1,1,0.0,7.0,3.0,49,0,1,9.0,49.0,0,1,2,2,2,6,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,7,21,7.0,4
b0e0c823f,6,0,1,1,1,0,1,0,1,0,0,0,1,1,0.0,5.75,1.25,9,0,1,1.5625,33.0625,0,0,2,1,2,5,1,1,0,1,0.2,1,1,0.2,1,1,0.2,0,0,0.0,0,8,23,4.6,3
19a1eba5c,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,4.5,1.0,81,0,0,1.0,20.25,2,0,1,1,2,4,0,2,0,0,0.0,1,1,0.5,0,0,0.0,0,0,0.0,0,9,9,4.5,4
7f3913bc5,3,1,2,1,0,1,0,0,1,0,1,0,1,3,8.0,6.0,2.5,64,64,9,6.25,36.0,0,1,2,2,2,6,1,3,0,2,0.4,1,1,0.2,1,2,0.4,0,0,0.0,0,8,19,3.8,3
65d40cee2,3,1,1,1,0,1,0,0,0,0,0,1,0,4,0.0,18.5,3.0,16,0,16,9.0,342.25,0,1,1,1,0,2,2,2,0,1,0.16666666666666666,1,1,0.16666666666666666,1,1,0.16666666666666666,0,0,0.0,0,11,44,7.333333333333333,3
288579c97,5,2,2,0,0,1,0,0,0,0,0,1,0,2,0.0,11.0,1.0,121,0,4,1.0,121.0,6,1,1,1,0,2,1,3,0,1,0.3333333333333333,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,1,11,16,5.333333333333333,1
84b8c1802,5,2,2,1,1,0,1,0,1,0,1,0,1,3,0.0,10.0,1.6666666,9,0,9,2.7777777,100.0,0,0,2,2,2,6,0,2,0,2,0.4,1,1,0.2,1,2,0.4,0,0,0.0,0,11,21,4.2,3
058a60804,5,1,1,1,1,0,1,0,1,0,1,0,1,2,12.0,14.5,1.3333334,144,144,4,1.7777778999999998,210.25,0,0,2,2,2,6,0,4,1,0,0.0,0,0,0.0,1,1,0.25,1,2,0.5,4,17,41,10.25,4
8ee2ac702,5,0,0,0,1,0,0,0,1,0,1,0,1,0,0.0,6.666666499999999,1.75,0,0,0,3.0625,44.444443,2,0,2,2,2,6,1,3,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,0,14,20,6.666666666666667,4
13e0f2e33,5,0,0,1,1,0,1,0,0,0,0,0,1,0,6.0,9.3999996,1.6666666,36,36,0,2.7777777,88.359993,0,0,1,1,2,4,0,2,0,0,0.0,0,0,0.0,0,0,0.0,1,2,0.4,6,15,47,9.4,4
3fa4a6253,3,0,0,1,1,0,1,0,1,0,1,0,1,0,1.0,1.0,0.5,1,1,0,0.25,1.0,0,0,2,2,2,6,0,2,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1,1.0,4
cfee0b17a,2,0,1,1,0,1,0,0,0,1,0,1,0,1,4.0,7.5,3.0,16,16,1,9.0,56.25,0,1,1,0,0,1,1,3,0,1,0.3333333333333333,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,11,15,5.0,2
5abb0b1f9,4,0,1,1,1,0,1,0,1,0,1,0,1,2,0.0,15.5,2.0,64,0,4,4.0,240.25,0,0,2,2,2,6,1,2,0,1,0.25,1,1,0.25,0,0,0.0,1,1,0.25,0,12,31,7.75,1
7eda273dc,5,0,1,1,1,0,1,0,1,0,0,0,1,4,0.0,6.0,1.6666666,36,0,16,2.7777777,36.0,0,0,2,1,2,5,1,2,0,1,0.2,1,1,0.2,1,1,0.2,0,0,0.0,0,11,29,5.8,2
4cc256324,6,0,0,0,0,1,1,1,0,0,1,0,1,0,6.0,6.0,1.0,36,36,0,1.0,36.0,4,1,0,2,2,4,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,4
40f1c3c06,3,0,0,0,1,0,1,0,1,0,1,0,1,0,11.0,8.5,1.0,121,121,0,1.0,72.25,2,0,2,2,2,6,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,17,8.5,4
91fa38ca8,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,3.3333333,0.75,36,0,0,0.5625,11.111111,2,0,1,1,1,3,0,2,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,1,6,10,3.3333333333333335,3
e87f84aed,5,0,0,0,1,0,1,1,0,1,0,0,0,0,0.0,6.0,0.33333334,36,0,0,0.11111112,36.0,2,0,0,0,1,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,1
653ea4e51,4,1,1,0,1,0,1,0,1,0,1,0,1,1,6.0,6.0,2.0,36,36,1,4.0,36.0,1,0,2,2,2,6,0,4,1,1,0.25,0,0,0.0,1,1,0.25,0,0,0.0,3,6,21,5.25,4
f48361ed1,5,0,0,0,0,0,1,0,0,1,0,0,0,1,6.0,6.0,1.5,36,36,1,2.25,36.0,4,5,1,0,1,2,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,7,19,6.333333333333333,3
d2017af30,4,0,0,1,1,0,1,0,1,0,1,0,1,0,17.0,17.0,2.0,289,289,0,4.0,289.0,0,0,2,2,2,6,0,3,0,0,0.0,0,0,0.0,0,0,0.0,1,2,1.0,17,17,34,17.0,4
1500a4873,5,0,0,1,1,0,1,0,1,0,1,0,1,1,6.0,12.0,1.3333334,36,36,1,1.7777778999999998,144.0,0,0,2,2,2,6,0,4,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,6,17,44,11.0,4
4a5e9ba5d,6,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,7.5,1.3333334,9,0,0,1.7777778999999998,56.25,0,0,1,1,2,4,1,4,0,0,0.0,0,0,0.0,1,1,0.25,0,0,0.0,3,11,30,7.5,4
ee4b117b0,6,0,1,0,1,0,1,0,1,0,0,0,0,2,6.0,13.0,1.25,36,36,4,1.5625,169.0,2,0,2,1,1,4,1,3,0,1,0.2,1,1,0.2,0,0,0.0,1,1,0.2,0,16,39,7.8,4
970f492a0,5,0,0,1,0,1,1,0,1,0,1,0,1,0,0.0,2.0,0.66666669,4,0,0,0.44444448,4.0,0,1,2,2,2,6,1,3,0,0,0.0,0,0,0.0,1,2,1.0,0,0,0.0,2,2,4,2.0,4
